20	2026-03-20 14:46:50	GC2603161731002371
19	2026-03-20 14:46:35	48475437262246
18	2026-03-20 14:46:30	48486255121574
17	2026-03-20 14:46:23	48480741611558
16	2026-03-20 14:46:13	48490607899686
15	2026-03-20 14:46:08	48479333899046
14	2026-03-20 14:46:05	48485090680998
13	2026-03-20 14:46:02	48487768445862
12	2026-03-20 14:45:58	48480608320166
11	2026-03-20 14:45:49	48467690952230
10	2026-03-20 14:45:42	48471690397862
9	2026-03-20 14:45:37	48463971367718
8	2026-03-20 14:45:33	48472955970086
7	2026-03-20 14:45:29	48492577967398
6	2026-03-20 14:45:25	48468072670374
5	2026-03-20 14:45:21	48494830872742
4	2026-03-20 14:45:17	48478807672614
3	2026-03-20 14:45:12	48484111542822
2	2026-03-20 14:45:07	48477883175334
1	2026-03-20 14:45:04	48494850737446
